Id,Label,hh_size,modularity_class,hh_id,gender,role,age,degree,freq_home,freq_work,freq_school,freq_kindergarden,freq_transport,freq_leisure,freq_grandparents,freq_other,freq_betweenhh,prop_home,prop_work,prop_school,prop_kindergarden,prop_transport,prop_leisure,prop_grandparents,prop_other,diversityloc,diversityhhmember,pers_touch,tot_dur,avg_dur
1069,5.95763E+11,4,10,5957632,0,child,2,5,3,0,0,0,3,0,4,0,3,0.6,0,0,0,0.6,0,0.8,0,0.754286,0.96,5,24,4.8
1070,6141979,5,2,6141979,1,father,35,11,4,6,0,0,2,1,0,0,4,0.363636,0.545455,0,0,0.181818,0.090909,0,0,0.757396,0.92562,7,51,4.636364
1071,6.14198E+11,5,2,6141979,0,mother,36,23,4,16,0,0,3,2,0,1,4,0.173913,0.695652,0,0,0.130435,0.086957,0,0.043478,0.659341,0.574669,8,77,3.347826
1072,6.14198E+11,5,13,6141979,1,child,11,40,4,0,27,7,3,0,1,7,4,0.1,0,0.675,0.175,0.075,0,0.025,0.175,0.736836,0.36,20,167,4.175
1073,6.14198E+11,5,13,6141979,1,child,8,21,4,0,9,0,8,0,0,3,4,0.190476,0,0.428571,0,0.380952,0,0,0.142857,0.805556,0.61678,16,91,4.333333
1074,6.14198E+11,5,13,6141979,1,child,3,28,4,0,18,2,3,0,0,6,4,0.142857,0,0.642857,0.071429,0.107143,0,0,0.214286,0.734619,0.489796,20,123,4.392857
1075,614776,4,2,614776,1,father,41,17,3,12,0,0,2,2,0,0,3,0.176471,0.705882,0,0,0.117647,0.117647,0,0,0.633162,0.581315,5,79,4.647059
1076,61477600001,4,16,614776,0,mother,46,8,3,4,0,0,0,0,0,1,3,0.375,0.5,0,0,0,0,0,0.125,0.678571,0.9375,2,37,4.625
1077,61477600002,4,13,614776,1,child,15,14,3,0,9,0,1,2,0,0,3,0.214286,0,0.642857,0,0.071429,0.142857,0,0,0.660317,0.673469,3,53,3.785714
1078,61477600003,4,13,614776,0,child,8,16,3,0,10,0,1,0,5,0,3,0.1875,0,0.625,0,0.0625,0,0.3125,0,0.715473,0.609375,10,74,4.625
1079,6192076,4,12,6192076,1,father,31,6,2,0,0,0,0,0,0,4,2,0.333333,0,0,0,0,0,0,0.666667,0.507937,0.888889,3,24,4
1080,6.19208E+11,4,0,6192076,0,mother,33,33,2,3,0,0,0,28,0,0,2,0.060606,0.090909,0,0,0,0.848485,0,0,0.306441,0.227732,33,127,3.848485
1081,6.19208E+11,4,13,6192076,1,child,6,7,2,0,3,0,0,0,2,0,2,0.285714,0,0.428571,0,0,0,0.285714,0,0.746356,0.816327,5,33,4.714286
1082,6.19208E+11,4,13,6192076,1,child,3,9,3,0,4,0,0,0,2,0,3,0.333333,0,0.444444,0,0,0,0.222222,0,0.733686,0.888889,6,40,4.444444
1083,6323991,5,12,6323991,0,mother,49,4,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,4,20,5
1084,6.32399E+11,5,12,6323991,1,father,42,4,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,4,20,5
1085,6.32399E+11,5,14,6323991,0,child,19,4,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,4,20,5
1086,6.32399E+11,5,14,6323991,1,child,17,7,4,0,3,0,0,0,0,1,4,0.571429,0,0.428571,0,0,0,0,0.142857,0.678571,0.979592,4,31,4.428571
1087,6.32399E+11,5,13,6323991,1,child,5,15,4,0,11,0,0,0,0,0,4,0.266667,0,0.733333,0,0,0,0,0,0.446984,0.782222,14,75,5
1088,6540209,4,9,6540209,1,father,42,15,3,0,0,0,4,14,0,0,3,0.2,0,0,0,0.266667,0.933333,0,0,0.570133,0.64,4,32,2.133333
1089,6.54021E+11,4,12,6540209,0,mother,45,12,3,0,0,0,3,10,0,3,3,0.25,0,0,0,0.25,0.833333,0,0.25,0.740799,0.75,6,29,2.416667
1090,6.54021E+11,4,14,6540209,1,child,9,6,3,0,0,0,4,0,0,2,3,0.5,0,0,0,0.666667,0,0,0.333333,0.733686,1,3,22,3.666667
1091,6.54021E+11,4,14,6540209,0,child,7,6,3,0,0,0,2,0,0,2,3,0.5,0,0,0,0.333333,0,0,0.333333,0.746356,1,4,21,3.5
1092,662350,4,2,662350,1,father,40,14,3,7,1,0,0,0,0,3,3,0.214286,0.5,0.071429,0,0,0,0,0.214286,0.746356,0.673469,5,62,4.428571
1093,66235000001,4,2,662350,0,mother,49,13,3,9,0,0,0,0,0,1,3,0.230769,0.692308,0,0,0,0,0,0.076923,0.527473,0.710059,4,62,4.769231
1094,66235000002,4,13,662350,1,child,2,43,3,0,22,0,10,0,6,3,3,0.069767,0,0.511628,0,0.232558,0,0.139535,0.069767,0.766234,0.2596,43,179,4.162791
1095,66235000003,4,13,662350,1,child,2,43,3,0,32,0,0,0,5,3,3,0.069767,0,0.744186,0,0,0,0.116279,0.069767,0.48335,0.2596,43,189,4.395349
1096,680606,4,9,680606,0,mother,33,11,3,0,0,0,0,0,0,8,3,0.272727,0,0,0,0,0,0,0.727273,0.453365,0.793388,5,42,3.818182
1097,68060600001,4,12,680606,1,father,32,5,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.96,3,20,4
1098,68060600002,4,10,680606,1,child,6,5,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.96,5,20,4
1099,68060600003,4,10,680606,1,child,4,5,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.96,3,20,4
1100,7200106,4,9,7200106,1,father,41,15,3,0,0,0,7,6,0,1,3,0.2,0,0,0,0.466667,0.4,0,0.066667,0.767177,0.64,5,46,3.066667
1101,7.20011E+11,4,2,7200106,0,mother,41,28,3,25,0,0,0,0,0,0,3,0.107143,0.892857,0,0,0,0,0,0,0.218659,0.382653,28,92,3.285714
1102,7.20011E+11,4,13,7200106,1,child,12,44,4,0,38,0,5,0,0,2,3,0.090909,0,0.863636,0,0.113636,0,0,0.045455,0.434105,0.254132,16,168,3.818182
1103,723543,4,2,723543,1,father,38,23,7,14,0,0,0,0,0,2,3,0.304348,0.608696,0,0,0,0,0,0.086957,0.604915,0.453686,7,68,2.956522
1104,72354300001,4,2,723543,0,mother,39,18,6,8,1,0,1,3,0,0,3,0.333333,0.444444,0.055556,0,0.055556,0.166667,0,0,0.791452,0.555556,12,47,2.611111
1105,72354300002,4,13,723543,1,child,10,15,7,0,9,0,1,0,0,0,3,0.466667,0,0.6,0,0.066667,0,0,0,0.624815,0.64,4,61,4.066667
1106,726871,4,12,726871,1,father,39,4,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.75,4,19,4.75
1107,72687100001,4,12,726871,0,mother,47,4,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.75,4,18,4.5
1108,72687100002,4,7,726871,1,child,11,31,4,0,0,0,4,0,4,27,3,0.129032,0,0,0,0.129032,0,0.129032,0.870968,0.559031,0.349636,8,111,3.580645
1109,72687100003,4,10,726871,1,child,6,4,4,0,0,0,4,0,4,0,3,1,0,0,0,1,0,1,0,0.761905,0.75,4,19,4.75
1110,7336623,4,2,7336623,0,mother,41,23,3,13,0,0,0,7,0,0,3,0.130435,0.565217,0,0,0,0.304348,0,0,0.652444,0.453686,7,91,3.956522
1111,7.33662E+11,4,6,7336623,1,father,41,34,5,23,0,0,0,6,0,0,3,0.147059,0.676471,0,0,0,0.176471,0,0,0.559565,0.321799,16,135,3.970588
1112,7.33662E+11,4,13,7336623,0,child,14,14,4,0,10,0,0,0,0,0,3,0.285714,0,0.714286,0,0,0,0,0,0.466472,0.673469,3,68,4.857143
1113,751825,4,0,751825,0,mother,31,12,3,0,0,0,3,12,0,0,3,0.25,0,0,0,0.25,1,0,0,0.571429,0.75,6,43,3.583333
1114,75182500001,4,0,751825,1,father,29,13,3,0,0,0,3,13,0,0,3,0.230769,0,0,0,0.230769,1,0,0,0.550851,0.710059,5,44,3.384615
1115,75182500002,4,7,751825,0,child,1,10,3,0,0,0,3,0,0,10,3,0.3,0,0,0,0.3,0,0,1,0.616071,0.84,10,41,4.1
1116,75182500003,4,7,751825,1,child,1,10,3,0,0,0,3,0,0,10,3,0.3,0,0,0,0.3,0,0,1,0.616071,0.84,9,41,4.1
1117,7566022,4,9,7566022,1,father,41,18,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,1,0,0.555556,5,48,2.666667
1118,7.56602E+11,4,9,7566022,0,mother,42,18,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,1,0,0.555556,6,46,2.555556
1119,7.56602E+11,4,7,7566022,1,child,13,11,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,1,0,0.793388,10,42,3.818182
1120,7.56602E+11,4,7,7566022,1,child,11,11,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,1,0,0.793388,10,42,3.818182
1121,7583935,5,12,7583935,1,father,44,9,4,0,0,0,0,0,0,5,4,0.444444,0,0,0,0,0,0,0.555556,0.564374,0.987654,4,26,2.888889
1122,7.58394E+11,5,12,7583935,0,mother,47,8,4,0,0,0,0,0,0,4,4,0.5,0,0,0,0,0,0,0.5,0.571429,1,4,24,3
1123,7.58394E+11,5,14,7583935,0,child,16,4,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,4,20,5
1124,7.58394E+11,5,0,7583935,0,child,16,9,4,0,0,0,0,4,0,1,4,0.444444,0,0,0,0,0.444444,0,0.111111,0.677249,0.987654,7,36,4
1125,7.58394E+11,5,14,7583935,0,child,12,8,4,0,0,0,0,0,1,3,4,0.5,0,0,0,0,0,0.125,0.375,0.678571,1,8,36,4.5
1126,7737833,2,13,7737833,1,child,12,51,1,0,27,0,11,0,1,11,1,0.019608,0,0.529412,0,0.215686,0,0.019608,0.215686,0.715329,0.076894,15,140,2.745098
1127,7.73783E+11,2,2,7737833,1,father,36,13,1,8,0,0,2,0,0,2,1,0.076923,0.615385,0,0,0.153846,0,0,0.153846,0.649197,0.284024,4,45,3.461538
1128,8103139,3,6,8103139,1,father,33,20,2,10,0,0,0,3,0,5,2,0.1,0.5,0,0,0,0.15,0,0.25,0.748571,0.36,16,79,3.95
1129,8.10314E+11,3,2,8103139,0,mother,45,20,2,10,0,0,0,2,0,6,2,0.1,0.5,0,0,0,0.1,0,0.3,0.731429,0.36,16,84,4.2
1130,8.10314E+11,3,7,8103139,0,child,3,6,2,0,0,0,2,0,0,4,2,0.333333,0,0,0,0.333333,0,0,0.666667,0.714286,0.888889,6,30,5
1131,8210421,5,16,8210421,1,father,42,10,5,0,8,0,0,0,0,0,4,0.5,0,0.8,0,0,0,0,0,0.540997,0.96,4,31,3.1
1132,8.21042E+11,5,2,8210421,0,mother,42,28,4,14,0,0,5,6,0,0,4,0.142857,0.5,0,0,0.178571,0.214286,0,0,0.77187,0.489796,7,66,2.357143
1133,8.21042E+11,5,13,8210421,1,child,14,22,4,0,18,0,0,0,0,0,4,0.181818,0,0.818182,0,0,0,0,0,0.340024,0.595041,4,83,3.772727
1134,8.21042E+11,5,13,8210421,1,child,12,54,4,0,43,0,4,0,1,6,4,0.074074,0,0.796296,0,0.074074,0,0.018519,0.111111,0.491252,0.274348,21,155,2.87037
1135,8.21042E+11,5,13,8210421,1,child,8,24,7,0,19,9,0,0,0,0,4,0.291667,0,0.791667,0.375,0,0,0,0,0.684781,0.555556,17,99,4.125
1136,8269554,4,2,8269554,1,father,41,22,4,12,3,0,2,0,0,1,3,0.181818,0.545455,0.136364,0,0.090909,0,0,0.045455,0.731995,0.471074,6,56,2.545455
1137,8.26955E+11,4,16,8269554,0,mother,43,9,4,3,0,0,1,1,0,1,3,0.444444,0.333333,0,0,0.111111,0.111111,0,0.111111,0.822857,0.888889,4,39,4.333333
1138,8.26955E+11,4,13,8269554,0,child,11,46,3,0,40,0,0,0,1,2,3,0.065217,0,0.869565,0,0,0,0.021739,0.043478,0.271132,0.243856,16,183,3.978261
1139,8345283,2,12,8345283,1,father,38,4,3,0,0,0,0,0,0,1,1,0.75,0,0,0,0,0,0,0.25,0.428571,0.75,1,9,2.25
1140,8.34528E+11,2,5,8345283,0,child,5,15,1,0,10,4,0,0,0,0,1,0.066667,0,0.666667,0.266667,0,0,0,0,0.548571,0.248889,12,42,2.8
1141,8.40071E+11,4,0,8400705,1,father,36,20,5,0,0,0,2,19,0,6,3,0.25,0,0,0,0.1,0.95,0,0.3,0.667411,0.51,8,47,2.35
1142,8.40071E+11,4,9,8400705,0,mother,40,11,5,0,0,0,0,7,0,1,3,0.454545,0,0,0,0,0.636364,0,0.090909,0.635672,0.793388,6,38,3.454545
1143,8.40071E+11,4,7,8400705,1,child,6,11,5,0,0,0,0,0,0,11,3,0.454545,0,0,0,0,0,0,1,0.491071,0.793388,11,40,3.636364
1144,8.40071E+11,4,7,8400705,1,child,3,11,5,0,0,0,0,0,0,11,3,0.454545,0,0,0,0,0,0,1,0.491071,0.793388,11,40,3.636364
1145,8516142,4,2,8516142,1,father,38,15,6,7,0,0,2,0,0,4,3,0.4,0.466667,0,0,0.133333,0,0,0.266667,0.810447,0.64,7,44,2.933333
1146,8.51614E+11,4,2,8516142,0,mother,37,20,3,11,0,0,6,0,0,0,3,0.15,0.55,0,0,0.3,0,0,0,0.668571,0.51,7,48,2.4
1147,8.51614E+11,4,10,8516142,0,child,7,11,4,0,3,0,2,0,3,4,3,0.363636,0,0.272727,0,0.181818,0,0.272727,0.363636,0.901786,0.793388,7,34,3.090909
1148,8.51614E+11,4,10,8516142,1,child,2,8,4,0,1,0,2,0,3,0,3,0.5,0,0.125,0,0.25,0,0.375,0,0.8,0.9375,7,33,4.125
1149,8569908,4,0,8569908,0,mother,35,22,6,0,0,0,2,14,0,0,3,0.272727,0,0,0,0.090909,0.636364,0,0,0.585596,0.471074,21,88,4
1150,8.56991E+11,4,16,8569908,1,father,34,8,3,5,0,0,0,0,0,0,3,0.375,0.625,0,0,0,0,0,0,0.535714,0.9375,3,24,3
1151,8.56991E+11,4,13,8569908,0,child,12,15,3,0,11,0,1,0,0,0,3,0.2,0,0.733333,0,0.066667,0,0,0,0.47746,0.64,2,62,4.133333
1152,8.56991E+11,4,13,8569908,0,child,8,25,3,0,22,0,0,0,0,0,3,0.12,0,0.88,0,0,0,0,0,0.241371,0.4224,12,123,4.92
1153,892028,4,2,892028,1,father,37,19,8,0,10,0,1,0,0,0,3,0.421053,0,0.526316,0,0.052632,0,0,0,0.620499,0.531856,9,41,2.157895
1154,89202800001,4,12,892028,0,mother,37,5,3,0,3,0,1,3,0,0,3,0.6,0,0.6,0,0.2,0.6,0,0,0.822857,0.96,3,15,3
1155,89202800002,4,13,892028,0,child,4,32,6,0,26,0,0,0,0,0,3,0.1875,0,0.8125,0,0,0,0,0,0.348214,0.339844,22,118,3.6875
1156,89202800003,4,5,892028,1,child,2,8,3,0,5,0,0,0,0,0,3,0.375,0,0.625,0,0,0,0,0,0.535714,0.9375,4,18,2.25
1157,932792,5,0,932792,0,mother,43,41,5,0,0,0,4,20,0,19,4,0.121951,0,0,0,0.097561,0.487805,0,0.463415,0.74504,0.352171,15,93,2.268293
1158,93279200001,5,0,932792,1,father,41,24,5,0,0,0,0,17,0,2,4,0.208333,0,0,0,0,0.708333,0,0.083333,0.511905,0.555556,11,97,4.041667
1159,93279200002,5,7,932792,0,child,9,32,5,0,0,0,2,0,0,29,4,0.15625,0,0,0,0.0625,0,0,0.90625,0.375661,0.4375,28,99,3.09375
1160,93279200003,5,10,932792,1,child,8,7,5,0,0,0,0,0,0,2,4,0.714286,0,0,0,0,0,0,0.285714,0.466472,0.979592,4,29,4.142857
1161,93279200004,5,7,932792,0,child,4,13,5,0,0,0,2,0,0,10,4,0.384615,0,0,0,0.153846,0,0,0.769231,0.632724,0.852071,6,32,2.461538
1162,9352632,3,9,9352632,0,mother,44,11,7,0,0,0,3,3,0,4,2,0.636364,0,0,0,0.272727,0.272727,0,0.363636,0.814632,0.595041,8,39,3.545455
1163,9.35263E+11,3,2,9352632,1,father,44,18,5,13,0,0,0,0,0,0,2,0.277778,0.722222,0,0,0,0,0,0,0.458554,0.395062,17,55,3.055556
1164,9.35263E+11,3,7,9352632,1,child,3,8,7,0,0,0,3,0,0,1,2,0.875,0,0,0,0.375,0,0,0.125,0.585596,0.75,6,27,3.375
1165,9352642,4,7,9352642,1,father,32,44,5,18,0,0,0,0,0,22,3,0.113636,0.409091,0,0,0,0,0,0.5,0.672734,0.254132,32,169,3.840909
1166,9.35264E+11,4,7,9352642,0,mother,34,27,5,0,0,0,0,1,0,21,3,0.185185,0,0,0,0,0.037037,0,0.777778,0.410739,0.395062,20,129,4.777778
1167,9.35264E+11,4,7,9352642,1,child,4,26,4,0,0,0,0,0,0,22,3,0.153846,0,0,0,0,0,0,0.846154,0.297549,0.408284,11,128,4.923077
1168,9.35264E+11,4,11,9352642,1,child,2,8,8,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.9375,8,36,4.5
1169,9447989,5,2,9447989,1,father,40,21,4,16,0,0,0,0,0,1,4,0.190476,0.761905,0,0,0,0,0,0.047619,0.435374,0.61678,4,56,2.666667
1170,9.44799E+11,5,16,9447989,0,mother,41,12,4,8,0,0,1,0,0,0,4,0.333333,0.666667,0,0,0.083333,0,0,0,0.595097,0.888889,8,38,3.166667
1171,9.44799E+11,5,15,9447989,0,child,12,16,4,0,13,0,0,0,0,0,4,0.25,0,0.8125,0,0,0,0,0,0.41127,0.75,6,49,3.0625
1172,9.44799E+11,5,15,9447989,0,child,10,13,4,0,9,0,2,0,0,0,4,0.307692,0,0.692308,0,0.153846,0,0,0,0.629841,0.852071,7,44,3.384615
1173,9.44799E+11,5,15,9447989,0,child,8,11,4,0,8,0,1,0,0,0,4,0.363636,0,0.727273,0,0.090909,0,0,0,0.595097,0.92562,9,36,3.272727
1174,9571866,4,16,9571866,0,mother,32,7,7,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.979592,7,27,3.857143
1175,9.57187E+11,4,16,9571866,1,father,30,6,6,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,6,26,4.333333
1176,9.57187E+11,4,11,9571866,1,child,3,7,7,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.979592,7,19,2.714286
1177,9.57187E+11,4,11,9571866,1,child,0,5,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.96,5,24,4.8
1178,9654869,7,9,9654869,1,father,51,21,6,0,0,0,2,10,0,5,6,0.285714,0,0,0,0.095238,0.47619,0,0.238095,0.786389,0.816327,7,58,2.761905
1179,9.65487E+11,7,12,9654869,0,mother,59,12,7,0,0,0,3,0,0,2,6,0.583333,0,0,0,0.25,0,0,0.166667,0.650794,1,5,36,3
1180,9.65487E+11,7,12,9654869,0,child,26,5,4,0,0,0,1,0,0,0,4,0.8,0,0,0,0.2,0,0,0,0.365714,0.64,4,16,3.2
1181,9.65487E+11,7,6,9654869,0,child,24,15,6,9,0,0,0,0,0,0,6,0.4,0.6,0,0,0,0,0,0,0.548571,0.96,13,51,3.4
1182,9.65487E+11,7,0,9654869,1,child,23,30,6,0,0,0,0,15,0,9,6,0.2,0,0,0,0,0.5,0,0.3,0.708571,0.64,8,84,2.8
1183,9.65487E+11,7,14,9654869,1,child,19,6,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,4,21,3.5
1184,9.65487E+11,7,7,9654869,1,child,0,25,6,0,0,0,3,0,0,19,6,0.24,0,0,0,0.12,0,0,0.76,0.55102,0.7296,6,54,2.16
1185,9749638,4,9,9749638,1,father,37,15,4,2,0,0,0,4,0,5,3,0.266667,0.133333,0,0,0,0.266667,0,0.333333,0.833016,0.64,6,43,2.866667
1186,9.74964E+11,4,12,9749638,0,mother,40,4,3,0,0,0,0,1,0,0,3,0.75,0,0,0,0,0.25,0,0,0.428571,0.75,0,11,2.75
1187,9.74964E+11,4,15,9749638,0,child,12,24,3,0,17,0,3,0,0,1,3,0.125,0,0.708333,0,0.125,0,0,0.041667,0.531746,0.4375,4,48,2
1188,9762167,4,16,9762167,0,mother,41,13,13,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.710059,4,36,2.769231
1189,9.76217E+11,4,2,9762167,1,father,29,18,8,0,8,0,0,0,0,2,3,0.444444,0,0.444444,0,0,0,0,0.111111,0.677249,0.555556,4,38,2.111111
1190,9.76217E+11,4,13,9762167,1,child,5,25,5,0,20,0,0,0,0,0,3,0.2,0,0.8,0,0,0,0,0,0.365714,0.4224,16,98,3.92
1191,9.76217E+11,4,13,9762167,0,child,2,16,5,0,11,0,0,0,0,0,3,0.3125,0,0.6875,0,0,0,0,0,0.491071,0.609375,9,63,3.9375
1192,9904363,3,16,9904363,1,father,32,8,2,4,0,0,1,1,0,0,2,0.25,0.5,0,0,0.125,0.125,0,0,0.75,0.75,4,26,3.25
1193,9.90436E+11,3,13,9904363,1,child,6,33,2,0,30,0,2,0,0,3,2,0.060606,0,0.909091,0,0.060606,0,0,0.090909,0.377335,0.227732,17,145,4.393939
1194,9.90436E+11,3,13,9904363,0,child,4,29,2,0,27,0,2,0,0,1,2,0.068966,0,0.931034,0,0.068966,0,0,0.034483,0.319196,0.256837,12,137,4.724138
1195,9935357,4,12,9935357,1,father,48,4,3,0,0,0,0,0,0,1,3,0.75,0,0,0,0,0,0,0.25,0.428571,0.75,4,19,4.75
1196,9.93536E+11,4,12,9935357,0,mother,51,5,3,0,0,0,0,0,0,2,3,0.6,0,0,0,0,0,0,0.4,0.548571,0.96,3,19,3.8
1197,9.93536E+11,4,12,9935357,0,child,20,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,15,5
1198,9.93536E+11,4,7,9935357,0,child,11,8,3,0,0,0,0,0,1,4,3,0.375,0,0,0,0,0,0.125,0.5,0.678571,0.9375,3,35,4.375
