Id,Label,timeset,hh_id,gender,role,age,hh_size,degree,freq_home,freq_work,freq_school,freq_kindergarden,freq_transport,freq_leisure,freq_grandparents,freq_other,freq_betweenhh,prop_home,prop_work,prop_school,prop_kindergarden,prop_transport,prop_leisure,prop_grandparents,prop_other,diversityloc,diversityhhmember,pers_touch,tot_dur,avg_dur,modularity_class
861,2009271700003,,20092717,0,child,4,4,6,1,0,4,1,0,0,0,0,1,0.166667,0,0.666667,0.166667,0,0,0,0,0.571429,0.555556,5,17,2.833333,7
862,20093812,,20093812,0,mother,52,3,9,2,0,0,0,0,3,0,4,2,0.222222,0,0,0,0,0.333333,0,0.444444,0.733686,0.691358,7,27,3,13
863,2009381200001,,20093812,1,father,45,3,22,2,14,0,0,0,4,0,2,2,0.090909,0.636364,0,0,0,0.181818,0,0.090909,0.623377,0.330579,3,63,2.863636,4
864,2009381200002,,20093812,1,child,10,3,32,2,0,18,0,0,0,0,12,2,0.0625,0,0.5625,0,0,0,0,0.375,0.616071,0.234375,29,135,4.21875,6
865,2038522,,2038522,1,father,31,4,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,15,5,18
866,203852200001,,2038522,0,mother,32,4,5,3,0,0,0,0,0,0,2,3,0.6,0,0,0,0,0,0,0.4,0.548571,0.96,4,17,3.4,18
867,203852200002,,2038522,0,child,6,4,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,15,5,7
868,203852200003,,2038522,1,child,3,4,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,15,5,7
869,207003100001,,2070031,0,child,12,3,11,4,0,0,0,0,0,0,7,2,0.363636,0,0,0,0,0,0,0.636364,0.528926,0.595041,9,53,4.818182,11
870,207003100002,,2070031,0,child,8,3,10,3,0,0,0,0,0,0,7,2,0.3,0,0,0,0,0,0,0.7,0.48,0.64,8,48,4.8,11
871,20747500001,,207475,1,father,48,4,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,15,5,18
872,20747500002,,207475,0,mother,32,4,12,3,0,0,0,0,8,0,1,3,0.25,0,0,0,0,0.666667,0,0.083333,0.555556,0.75,12,50,4.166667,10
873,20747500003,,207475,1,child,10,4,6,4,0,0,0,0,0,0,2,3,0.666667,0,0,0,0,0,0,0.333333,0.507937,1,6,28,4.666667,0
874,2109526,,2109526,1,father,31,2,11,2,2,0,0,2,2,0,9,1,0.181818,0.181818,0,0,0.181818,0.181818,0,0.818182,0.759268,0.330579,8,39,3.545455,10
875,210952600001,,2109526,0,child,6,2,10,2,0,0,0,2,0,0,10,1,0.2,0,0,0,0.2,0,0,1,0.51312,0.36,5,34,3.4,2
876,213625,,213625,0,mother,33,4,8,3,5,0,0,0,0,0,0,3,0.375,0.625,0,0,0,0,0,0,0.535714,0.9375,3,40,5,15
877,21362500001,,213625,1,father,32,4,14,4,0,2,0,1,6,0,1,3,0.285714,0,0.142857,0,0.071429,0.428571,0,0.071429,0.804665,0.673469,4,39,2.785714,10
878,21362500002,,213625,0,child,6,4,20,3,0,7,0,1,0,0,11,3,0.15,0,0.35,0,0.05,0,0,0.55,0.717828,0.51,5,90,4.5,5
879,21362500003,,213625,0,child,3,4,12,3,0,7,0,0,0,0,2,3,0.25,0,0.583333,0,0,0,0,0.166667,0.650794,0.75,7,55,4.583333,1
880,215529,,215529,0,mother,47,5,7,3,3,0,0,0,1,0,0,3,0.428571,0.428571,0,0,0,0.142857,0,0,0.699708,0.979592,4,24,3.428571,10
881,21552900001,,215529,1,father,48,5,6,3,0,0,0,1,0,0,2,3,0.5,0,0,0,0.166667,0,0,0.333333,0.698413,1,3,19,3.166667,18
882,21552900002,,215529,0,child,19,5,10,0,0,6,0,0,0,0,4,0,0,0,0.6,0,0,0,0,0.4,0.548571,0,1,41,4.1,1
883,21552900003,,215529,0,child,16,5,62,3,0,36,0,3,20,0,1,3,0.048387,0,0.580645,0,0.048387,0.322581,0,0.016129,0.64903,0.184183,27,230,3.709677,6
884,21552900004,,215529,1,child,11,5,20,3,0,16,0,2,0,0,2,2,0.15,0,0.8,0,0.1,0,0,0.1,0.553065,0.36,6,85,4.25,5
885,221758,,221758,1,father,39,4,6,3,1,0,0,0,2,0,0,3,0.5,0.166667,0,0,0,0.333333,0,0,0.698413,1,3,23,3.833333,18
886,22175800001,,221758,0,mother,42,4,15,3,12,0,0,0,0,0,0,3,0.2,0.8,0,0,0,0,0,0,0.365714,0.64,10,37,2.466667,4
887,22175800002,,221758,0,child,13,4,12,3,0,6,0,0,3,0,0,3,0.25,0,0.5,0,0,0.25,0,0,0.714286,0.75,3,50,4.166667,1
888,22175800003,,221758,1,child,11,4,7,3,0,5,0,0,0,0,0,3,0.428571,0,0.714286,0,0,0,0,0,0.535714,0.979592,5,35,5,2
889,2255669,,2255669,1,father,45,5,15,6,0,0,0,1,5,0,3,4,0.4,0,0,0,0.066667,0.333333,0,0.2,0.782222,0.782222,4,38,2.533333,12
890,225566900001,,2255669,0,mother,45,5,17,5,11,1,0,0,1,0,0,4,0.294118,0.647059,0.058824,0,0,0.058824,0,0,0.620811,0.719723,3,52,3.058824,4
891,225566900002,,2255669,0,child,15,5,17,4,0,9,0,2,3,0,1,4,0.235294,0,0.529412,0,0.117647,0.176471,0,0.058824,0.791452,0.719723,0,73,4.294118,3
892,225566900003,,2255669,1,child,11,5,21,5,0,8,0,7,0,0,1,4,0.238095,0,0.380952,0,0.333333,0,0,0.047619,0.782637,0.61678,3,76,3.619048,3
893,225566900004,,2255669,1,child,9,5,25,5,0,13,0,0,0,0,7,4,0.2,0,0.52,0,0,0,0,0.28,0.698514,0.5376,9,96,3.84,5
894,2325729,,2325729,0,mother,42,4,15,3,11,0,0,1,0,0,0,3,0.2,0.733333,0,0,0.066667,0,0,0,0.47746,0.64,13,47,3.133333,4
895,232572900001,,2325729,1,father,42,4,15,3,8,0,0,0,0,0,4,3,0.2,0.533333,0,0,0,0,0,0.266667,0.690794,0.64,3,42,2.8,15
896,232572900002,,2325729,1,child,16,4,17,3,0,9,0,2,0,0,3,3,0.176471,0,0.529412,0,0.117647,0,0,0.176471,0.735541,0.581315,6,44,2.588235,1
897,2398180,,2398180,0,mother,41,4,22,3,18,0,0,2,0,0,1,3,0.136364,0.818182,0,0,0.090909,0,0,0.045455,0.472222,0.471074,8,75,3.409091,16
898,239818000001,,2398180,1,father,38,4,13,3,0,6,0,2,2,0,0,3,0.230769,0,0.461538,0,0.153846,0.153846,0,0,0.784446,0.710059,9,48,3.692308,15
899,239818000002,,2398180,0,child,16,4,17,3,0,14,0,0,0,0,0,3,0.176471,0,0.823529,0,0,0,0,0,0.33218,0.581315,12,64,3.764706,3
900,239818000003,,2398180,1,child,9,4,28,3,0,25,0,0,0,0,0,3,0.107143,0,0.892857,0,0,0,0,0,0.218659,0.382653,19,119,4.25,6
901,2435783,,2435783,1,father,37,4,4,3,0,0,0,0,0,0,1,3,0.75,0,0,0,0,0,0,0.25,0.428571,0.75,3,17,4.25,18
902,243578300001,,2435783,0,mother,42,4,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,15,5,18
903,243578300002,,2435783,1,child,12,4,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,15,5,7
904,243578300003,,2435783,1,child,10,4,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,15,5,7
905,2439480,,2439480,1,father,51,3,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,10,5,18
906,243948000001,,2439480,0,mother,58,3,6,2,1,0,0,0,0,0,3,2,0.333333,0.166667,0,0,0,0,0,0.5,0.698413,0.888889,1,21,3.5,18
907,243948000002,,2439480,0,child,11,3,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,10,5,7
908,2452344,,2452344,1,father,46,2,4,3,0,0,0,3,0,0,1,1,0.75,0,0,0,0.75,0,0,0.25,0.699708,0.75,4,19,4.75,18
909,245234400001,,2452344,0,child,13,2,4,3,0,0,0,2,0,0,3,1,0.75,0,0,0,0.5,0,0,0.75,0.75,0.75,4,19,4.75,7
910,2470798,,2470798,1,father,47,4,9,5,0,0,0,0,0,0,4,3,0.555556,0,0,0,0,0,0,0.444444,0.564374,0.888889,2,23,2.555556,10
911,247079800001,,2470798,0,mother,50,4,38,6,0,1,0,19,9,0,7,3,0.157895,0,0.026316,0,0.5,0.236842,0,0.184211,0.800777,0.290859,7,82,2.157895,4
912,247079800002,,2470798,1,child,15,4,55,7,0,40,0,3,10,0,9,3,0.127273,0,0.727273,0,0.054545,0.181818,0,0.163636,0.701413,0.206281,27,183,3.327273,6
913,2484669,,2484669,0,mother,40,4,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,15,5,18
914,248466900001,,2484669,1,father,40,4,5,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.96,4,22,4.4,18
915,248466900002,,2484669,0,child,12,4,4,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,3,17,4.25,7
916,248466900003,,2484669,1,child,7,4,5,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.96,4,22,4.4,0
917,25523000001,,255230,0,mother,41,6,14,4,10,0,0,0,0,0,0,4,0.285714,0.714286,0,0,0,0,0,0,0.466472,0.816327,7,59,4.214286,4
918,25523000003,,255230,0,child,13,6,18,4,0,14,0,3,0,0,0,4,0.222222,0,0.777778,0,0.166667,0,0,0,0.570133,0.691358,9,68,3.777778,3
919,25523000004,,255230,0,child,8,6,26,4,0,18,0,4,0,0,0,4,0.153846,0,0.692308,0,0.153846,0,0,0,0.540997,0.52071,15,101,3.884615,5
920,25523000005,,255230,0,child,6,6,25,6,0,19,0,2,0,0,0,4,0.24,0,0.76,0,0.08,0,0,0,0.514207,0.5376,12,72,2.88,3
921,272791,,272791,1,father,47,5,4,4,0,0,0,0,4,0,0,4,1,0,0,0,0,1,0,0,0.571429,0,3,16,4,18
922,27279100001,,272791,0,mother,48,5,10,4,0,0,0,1,0,0,5,4,0.4,0,0,0,0.1,0,0,0.5,0.662857,0.96,4,15,1.5,10
923,27279100002,,272791,1,child,21,5,5,4,0,0,0,0,1,0,0,4,0.8,0,0,0,0,0.2,0,0,0.365714,0.64,1,23,4.6,7
924,27279100003,,272791,0,child,18,5,5,4,0,0,0,0,1,0,0,4,0.8,0,0,0,0,0.2,0,0,0.365714,0.64,1,24,4.8,7
925,27279100004,,272791,1,child,12,5,4,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,20,5,7
926,274046,,274046,1,father,39,4,21,3,5,2,0,4,4,0,4,3,0.142857,0.238095,0.095238,0,0.190476,0.190476,0,0.190476,0.939787,0.489796,6,58,2.761905,4
927,27404600001,,274046,0,mother,46,4,13,4,7,0,0,1,0,0,1,3,0.307692,0.538462,0,0,0.076923,0,0,0.076923,0.689772,0.710059,3,32,2.461538,10
928,27404600002,,274046,0,child,7,4,46,3,0,20,15,0,0,0,8,3,0.065217,0,0.434783,0.326087,0,0,0,0.173913,0.765866,0.243856,20,195,4.23913,6
929,27404600003,,274046,1,child,5,4,45,3,0,22,15,0,0,0,5,3,0.066667,0,0.488889,0.333333,0,0,0,0.111111,0.723527,0.248889,22,196,4.355556,6
930,285152,,285152,1,father,34,4,29,3,23,3,0,0,0,0,0,3,0.103448,0.793103,0.103448,0,0,0,0,0,0.399524,0.370987,17,85,2.931034,4
931,28515200001,,285152,0,mother,37,4,9,2,7,0,0,0,0,0,0,2,0.222222,0.777778,0,0,0,0,0,0,0.395062,0.691358,2,27,3,15
932,28515200002,,285152,0,child,9,4,19,3,0,11,5,2,0,0,0,3,0.157895,0,0.578947,0.263158,0.105263,0,0,0,0.730807,0.531856,4,79,4.157895,5
933,28515200003,,285152,0,child,6,4,13,3,0,5,3,3,0,0,0,3,0.230769,0,0.384615,0.230769,0.230769,0,0,0,0.83965,0.710059,7,48,3.692308,3
934,2874689,,2874689,0,mother,38,5,17,5,10,0,0,0,2,0,0,4,0.294118,0.588235,0,0,0,0.117647,0,0,0.632724,0.719723,4,39,2.294118,15
935,287468900002,,2874689,1,father,38,5,27,6,0,5,0,1,10,0,6,4,0.222222,0,0.185185,0,0.037037,0.37037,0,0.222222,0.854227,0.504801,9,79,2.925926,16
936,287468900003,,2874689,1,child,8,5,33,6,0,25,0,0,0,2,0,4,0.181818,0,0.757576,0,0,0,0.060606,0,0.444969,0.426079,9,127,3.848485,6
937,287468900004,,2874689,1,child,6,5,23,6,0,11,1,0,0,4,1,4,0.26087,0,0.478261,0.043478,0,0,0.173913,0.043478,0.764785,0.574669,10,52,2.26087,1
938,287468900005,,2874689,0,child,4,5,23,6,0,15,0,0,0,2,0,4,0.26087,0,0.652174,0,0,0,0.086957,0,0.570348,0.574669,15,52,2.26087,1
939,293473,,293473,1,father,43,3,33,4,29,0,0,0,0,0,0,2,0.121212,0.878788,0,0,0,0,0,0,0.243474,0.227732,2,114,3.454545,4
940,29347300001,,293473,0,mother,42,3,35,2,28,0,0,0,2,0,3,2,0.057143,0.8,0,0,0,0.057143,0,0.085714,0.395569,0.21551,4,145,4.142857,4
941,29347300002,,293473,1,child,11,3,38,3,0,25,0,0,0,0,10,1,0.078947,0,0.657895,0,0,0,0,0.263158,0.561931,0.102493,21,176,4.631579,6
942,2991872,,2991872,0,mother,37,3,7,4,5,0,0,0,2,0,0,2,0.571429,0.714286,0,0,0,0.285714,0,0,0.717828,0.816327,4,24,3.428571,18
943,299187200001,,2991872,1,child,9,3,9,3,0,2,0,0,0,4,0,1,0.333333,0,0.222222,0,0,0,0.444444,0,0.733686,0.395062,7,32,3.555556,0
944,299187200002,,2991872,0,child,6,3,10,3,0,3,0,0,0,4,0,1,0.3,0,0.3,0,0,0,0.4,0,0.754286,0.36,7,35,3.5,0
945,30185177,,30185177,1,father,33,2,6,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,30,5,15
946,3018517700001,,30185177,1,child,9,2,11,8,0,10,0,0,0,1,0,1,0.727273,0,0.909091,0,0,0,0.090909,0,0.620499,0.330579,6,33,3,1
947,30185312,,30185312,0,mother,47,4,6,4,1,0,0,0,0,0,1,3,0.666667,0.166667,0,0,0,0,0,0.166667,0.571429,1,3,12,2,18
948,3018531200001,,30185312,1,father,51,4,11,3,7,0,0,0,0,0,1,3,0.272727,0.636364,0,0,0,0,0,0.090909,0.585596,0.793388,2,28,2.545455,10
949,3018531200002,,30185312,0,child,13,4,48,3,0,45,0,0,0,0,0,3,0.0625,0,0.9375,0,0,0,0,0,0.133929,0.234375,19,213,4.4375,6
950,3018531200003,,30185312,1,child,12,4,42,3,0,39,10,0,0,0,3,3,0.071429,0,0.928571,0.238095,0,0,0,0.071429,0.523636,0.265306,18,158,3.761905,6
951,30185456,,30185456,1,father,37,5,9,4,2,0,0,0,0,0,3,4,0.444444,0.222222,0,0,0,0,0,0.333333,0.733686,0.987654,7,33,3.666667,15
952,3018545600001,,30185456,0,mother,40,5,16,4,11,0,0,0,1,0,0,4,0.25,0.6875,0,0,0,0.0625,0,0,0.526786,0.75,9,54,3.375,4
953,3018545600003,,30185456,0,child,13,5,52,4,0,50,0,3,0,0,0,4,0.076923,0,0.961538,0,0.057692,0,0,0,0.254672,0.284024,40,236,4.538462,6
954,3018545600004,,30185456,0,child,9,5,18,4,0,13,0,1,0,0,0,4,0.222222,0,0.722222,0,0.055556,0,0,0,0.486772,0.691358,11,76,4.222222,3
955,30185480,,30185480,1,father,46,4,4,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.75,3,20,5,18
956,3018548000001,,30185480,0,mother,50,4,27,6,1,0,0,1,20,0,0,3,0.222222,0.037037,0,0,0.037037,0.740741,0,0,0.504373,0.395062,7,113,4.185185,12
957,3018548000002,,30185480,1,child,11,4,13,7,0,0,0,1,0,0,6,3,0.538462,0,0,0,0.076923,0,0,0.461538,0.641399,0.710059,6,53,4.076923,11
958,3018548000003,,30185480,1,child,9,4,30,6,0,0,0,1,0,0,24,3,0.2,0,0,0,0.033333,0,0,0.8,0.413855,0.36,23,120,4,9
959,30185514,,30185514,1,father,38,4,38,0,29,0,0,0,0,0,9,0,0,0.763158,0,0,0,0,0,0.236842,0.413138,0,35,77,2.026316,4
960,3018551400002,,30185514,1,child,13,4,10,3,0,7,0,0,0,0,0,2,0.3,0,0.7,0,0,0,0,0,0.48,0.64,9,0,0,8
961,3018551400003,,30185514,0,child,9,4,6,0,0,5,1,0,0,0,0,0,0,0,0.833333,0.166667,0,0,0,0,0.31746,0,2,21,3.5,7
962,30185749,,30185749,0,mother,40,4,16,3,0,0,0,3,6,0,10,3,0.1875,0,0,0,0.1875,0.375,0,0.625,0.779221,0.609375,8,40,2.5,10
963,3018574900001,,30185749,1,father,34,4,8,3,0,0,0,3,6,0,2,3,0.375,0,0,0,0.375,0.75,0,0.25,0.804665,0.9375,6,30,3.75,10
964,3018574900002,,30185749,1,child,11,4,9,3,0,0,0,3,0,0,9,3,0.333333,0,0,0,0.333333,0,0,1,0.64,0.888889,6,31,3.444444,2
965,3018574900003,,30185749,0,child,5,4,9,3,0,0,0,3,0,0,9,3,0.333333,0,0,0,0.333333,0,0,1,0.64,0.888889,6,31,3.444444,2
966,3042290,,3042290,0,mother,35,4,6,3,3,0,0,0,0,0,0,3,0.5,0.5,0,0,0,0,0,0,0.571429,1,5,20,3.333333,18
967,304229000001,,3042290,1,father,34,4,11,5,0,4,0,7,0,0,3,3,0.454545,0,0.363636,0,0.636364,0,0,0.272727,0.829442,0.793388,5,37,3.363636,15
968,304229000002,,3042290,1,child,7,4,22,5,0,18,0,5,0,0,0,3,0.227273,0,0.818182,0,0.227273,0,0,0,0.597668,0.471074,8,92,4.181818,5
969,304229000003,,3042290,1,child,6,4,21,5,0,17,0,5,0,0,0,3,0.238095,0,0.809524,0,0.238095,0,0,0,0.611405,0.489796,11,89,4.238095,5
970,318752,,318752,0,mother,44,4,6,4,4,0,0,0,1,0,0,3,0.666667,0.666667,0,0,0,0.166667,0,0,0.677249,1,4,22,3.666667,18
971,31875200001,,318752,1,father,41,4,4,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.75,3,0,0,17
972,31875200002,,318752,0,child,14,4,4,3,0,0,0,0,1,0,0,3,0.75,0,0,0,0,0.25,0,0,0.428571,0.75,4,18,4.5,7
973,31875200003,,318752,0,child,12,4,5,4,0,0,0,0,0,0,1,3,0.8,0,0,0,0,0,0,0.2,0.365714,0.96,4,19,3.8,7
974,3491228,,3491228,0,mother,32,4,19,6,9,0,0,0,2,0,2,3,0.315789,0.473684,0,0,0,0.105263,0,0.105263,0.747131,0.531856,12,46,2.421053,15
975,349122800001,,3491228,1,father,31,4,10,6,2,0,0,1,1,0,0,3,0.6,0.2,0,0,0.1,0.1,0,0,0.662857,0.84,6,34,3.4,10
976,349122800002,,3491228,1,child,5,4,29,3,0,25,1,0,0,0,0,2,0.103448,0,0.862069,0.034483,0,0,0,0,0.279939,0.256837,11,137,4.724138,6
977,349122800003,,3491228,1,child,3,4,27,3,0,22,1,0,0,1,0,2,0.111111,0,0.814815,0.037037,0,0,0.037037,0,0.366843,0.274348,12,125,4.62963,6
978,3686261,,3686261,1,father,39,3,7,2,0,1,0,0,0,0,4,2,0.285714,0,0.142857,0,0,0,0,0.571429,0.653061,0.816327,2,17,2.428571,18
979,368626100001,,3686261,0,mother,40,3,9,2,5,0,0,0,0,0,2,2,0.222222,0.555556,0,0,0,0,0,0.222222,0.677249,0.691358,5,27,3,15
980,368626100002,,3686261,0,child,4,3,9,2,0,5,0,0,0,0,2,2,0.222222,0,0.555556,0,0,0,0,0.222222,0.677249,0.691358,6,29,3.222222,2
981,3825,,3825,0,mother,41,5,13,4,4,1,0,2,1,0,4,4,0.307692,0.307692,0.076923,0,0.153846,0.076923,0,0.307692,0.901786,0.852071,6,40,3.076923,15
982,382500001,,3825,1,father,45,5,17,6,0,0,0,1,6,0,5,4,0.352941,0,0,0,0.058824,0.352941,0,0.294118,0.797178,0.719723,7,49,2.882353,12
983,382500002,,3825,1,child,11,5,18,7,0,12,0,1,0,0,0,4,0.388889,0,0.666667,0,0.055556,0,0,0,0.588571,0.691358,11,74,4.111111,3
984,382500003,,3825,0,child,10,5,18,6,0,13,0,3,0,0,0,4,0.333333,0,0.722222,0,0.166667,0,0,0,0.637544,0.691358,9,76,4.222222,3
985,382500004,,3825,0,child,8,5,16,8,0,8,0,3,0,0,3,4,0.5,0,0.5,0,0.1875,0,0,0.1875,0.798111,0.75,10,66,4.125,3
986,4050797,,4050797,0,mother,30,3,9,2,7,0,0,0,0,0,0,2,0.222222,0.777778,0,0,0,0,0,0,0.395062,0.691358,2,28,3.111111,15
987,405079700001,,4050797,1,father,30,3,3,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.888889,2,11,3.666667,18
988,405079700002,,4050797,0,child,1,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,7,3.5,7
989,4057951,,4057951,0,mother,38,3,8,3,5,0,0,0,0,0,0,2,0.375,0.625,0,0,0,0,0,0,0.535714,0.75,4,32,4,15
990,405795100001,,4057951,1,father,35,3,9,6,0,0,0,0,0,0,3,2,0.666667,0,0,0,0,0,0,0.333333,0.507937,0.691358,6,28,3.111111,18
991,405795100002,,4057951,1,child,1,3,18,6,0,0,12,0,0,0,0,2,0.333333,0,0,0.666667,0,0,0,0,0.507937,0.395062,15,71,3.944444,14
992,4172139,,4172139,1,father,40,3,11,3,0,0,0,1,3,0,4,2,0.272727,0,0,0,0.090909,0.272727,0,0.363636,0.812279,0.595041,2,25,2.272727,10
993,417213900001,,4172139,0,child,10,3,5,3,0,0,0,2,0,0,0,2,0.6,0,0,0,0.4,0,0,0,0.548571,0.96,1,14,2.8,7
994,417213900002,,4172139,1,child,8,3,9,2,0,0,0,1,0,0,6,2,0.222222,0,0,0,0.111111,0,0,0.666667,0.564374,0.691358,1,36,4,2
995,4245014,,4245014,0,mother,48,3,4,2,0,0,0,0,0,0,2,2,0.5,0,0,0,0,0,0,0.5,0.571429,1,4,17,4.25,18
996,424501400001,,4245014,1,father,37,3,7,2,0,0,0,0,0,0,5,2,0.285714,0,0,0,0,0,0,0.714286,0.466472,0.816327,7,25,3.571429,18
997,424501400002,,4245014,0,child,12,3,7,2,0,0,0,0,0,6,0,2,0.285714,0,0,0,0,0,0.857143,0,0.428571,0.816327,7,27,3.857143,0
998,4334509,,4334509,0,mother,47,3,7,3,2,0,0,0,0,0,2,2,0.428571,0.285714,0,0,0,0,0,0.285714,0.746356,0.816327,3,22,3.142857,10
999,433450900001,,4334509,1,father,37,3,16,3,12,0,0,1,0,0,0,2,0.1875,0.75,0,0,0.0625,0,0,0,0.455357,0.4375,2,63,3.9375,4
1000,433450900002,,4334509,1,child,8,3,15,2,0,11,0,2,0,0,0,1,0.133333,0,0.733333,0,0.133333,0,0,0,0.487619,0.248889,3,70,4.666667,3
1001,4371799,,4371799,0,mother,41,3,16,2,12,2,0,0,0,0,0,2,0.125,0.75,0.125,0,0,0,0,0,0.464286,0.4375,2,37,2.3125,4
1002,437179900001,,4371799,1,father,34,3,25,2,22,0,0,1,0,0,0,2,0.08,0.88,0,0,0.04,0,0,0,0.248686,0.2944,4,52,2.08,4
1003,437179900002,,4371799,0,child,8,3,19,2,0,12,6,3,0,0,0,2,0.105263,0,0.631579,0.315789,0.157895,0,0,0,0.725898,0.376731,5,46,2.421053,3
1004,4372152,,4372152,0,mother,36,3,19,2,17,0,0,0,0,0,0,2,0.105263,0.894737,0,0,0,0,0,0,0.215275,0.376731,9,39,2.052632,4
1005,437215200001,,4372152,1,father,32,3,14,2,9,0,0,1,0,0,3,2,0.142857,0.642857,0,0,0.071429,0,0,0.214286,0.660317,0.489796,4,33,2.357143,15
1006,437215200002,,4372152,1,child,1,3,9,2,0,0,7,0,0,0,0,2,0.222222,0,0,0.777778,0,0,0,0,0.395062,0.691358,8,39,4.333333,14
1007,441492,,441492,0,mother,47,4,21,3,0,0,0,0,1,0,17,3,0.142857,0,0,0,0,0.047619,0,0.809524,0.367995,0.489796,5,62,2.952381,10
1008,44149200001,,441492,1,father,43,4,9,3,0,0,0,0,0,0,6,3,0.333333,0,0,0,0,0,0,0.666667,0.507937,0.888889,5,33,3.666667,10
1009,44149200002,,441492,1,child,13,4,8,3,0,0,0,0,0,0,5,3,0.375,0,0,0,0,0,0,0.625,0.535714,0.9375,5,31,3.875,2
1010,44149200003,,441492,0,child,10,4,11,3,0,0,0,0,0,2,6,3,0.272727,0,0,0,0,0,0.181818,0.545455,0.680047,0.793388,5,43,3.909091,2
1011,447012,,447012,0,mother,39,3,13,3,0,0,0,3,7,0,1,2,0.230769,0,0,0,0.230769,0.538462,0,0.076923,0.746356,0.52071,5,41,3.153846,12
1012,44701200001,,447012,1,father,36,3,4,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,3,15,3.75,18
1013,44701200002,,447012,0,child,9,3,42,3,0,25,0,0,0,0,14,2,0.071429,0,0.595238,0,0,0,0,0.333333,0.605118,0.181406,7,186,4.428571,6
1014,4678670,,4678670,1,father,38,3,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,9,4.5,18
1015,467867000001,,4678670,0,mother,34,3,9,2,0,0,0,1,5,0,1,2,0.222222,0,0,0,0.111111,0.555556,0,0.111111,0.705467,0.691358,2,25,2.777778,10
1016,467867000002,,4678670,0,child,3,3,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,10,5,7
1017,4793,,4793,0,mother,42,4,7,3,0,0,0,1,2,0,1,3,0.428571,0,0,0,0.142857,0.285714,0,0.142857,0.793003,0.979592,4,25,3.571429,10
1018,479300001,,4793,1,father,41,4,8,3,0,0,0,0,2,0,3,3,0.375,0,0,0,0,0.25,0,0.375,0.75,0.9375,5,25,3.125,10
1019,479300002,,4793,1,child,13,4,22,3,0,15,0,2,2,0,0,3,0.136364,0,0.681818,0,0.090909,0.090909,0,0,0.571429,0.471074,7,88,4,5
1020,479300003,,4793,1,child,10,4,36,3,0,30,0,0,0,2,2,3,0.083333,0,0.833333,0,0,0,0.055556,0.055556,0.377335,0.305556,23,140,3.888889,6
1021,482513,,482513,1,father,35,5,10,4,2,3,0,0,0,0,1,4,0.4,0.2,0.3,0,0,0,0,0.1,0.8,0.96,4,27,2.7,15
1022,48251300001,,482513,0,mother,39,5,10,4,6,0,0,0,0,0,0,4,0.4,0.6,0,0,0,0,0,0,0.548571,0.96,4,41,4.1,15
1023,48251300002,,482513,0,child,12,5,14,4,0,10,0,1,0,0,0,4,0.285714,0,0.714286,0,0.071429,0,0,0,0.548571,0.816327,5,59,4.214286,3
1024,48251300003,,482513,1,child,10,5,21,3,0,12,0,3,0,0,6,3,0.142857,0,0.571429,0,0.142857,0,0,0.285714,0.75,0.489796,14,92,4.380952,5
1025,48251300004,,482513,0,child,8,5,13,4,0,9,0,2,0,0,1,4,0.307692,0,0.692308,0,0.153846,0,0,0.076923,0.6875,0.852071,9,60,4.615385,3
1026,4845,,4845,1,father,27,3,12,2,0,0,0,0,3,0,7,2,0.166667,0,0,0,0,0.25,0,0.583333,0.650794,0.555556,7,34,2.833333,10
1027,484500001,,4845,0,mother,29,3,19,2,13,0,0,4,0,0,0,2,0.105263,0.684211,0,0,0.210526,0,0,0,0.544519,0.376731,4,55,2.894737,4
