Id,Label,timeset,person1,person2,touch,frequency,duration,loc_home,loc_work,loc_school,loc_kindergarden,loc_transport,loc_leisure,loc_grandparents,loc_other,loc_missing,betweenhhmembers,household,weight,modularity_class
52,,,20064938,3018574903159,0,3,1,0,0,0,0,0,0,0,1,0,0,20064938,0.1,4
53,,,247079800002,3018574906102,0,1,3,0,0,1,0,0,0,0,0,0,0,2470798,0.3,8
54,,,2007179500002,3018574914403,0,5,1,0,0,0,0,0,0,0,1,0,0,20071795,0.1,5
55,,,2008999000004,2008999000002,1,2,5,1,0,0,0,0,0,0,0,0,1,20089990,1,0
56,,,2003349200004,2003349200001,1,1,3,1,0,0,0,0,0,0,0,0,1,20033492,0.8,0
57,,,614197900001,3018574906933,0,4,2,0,0,0,0,0,1,0,0,0,0,6141979,0.2,2
58,,,210952600001,3018574905867,0,5,1,0,0,0,0,0,0,0,1,0,0,2109526,0.1,5
59,,,2006325100001,3018574912849,1,3,1,0,0,0,0,0,0,0,1,0,0,20063251,0.6,14
60,,,21552900001,3018574904456,0,5,3,0,0,0,0,0,0,0,1,0,0,215529,0.3,1
61,,,592862400001,3018574906818,0,3,1,0,0,1,0,0,0,0,0,0,0,5928624,0.1,8
62,,,2007382000001,3018574914551,1,1,5,0,1,0,0,0,0,0,0,0,0,20073820,1,11
63,,,2005793300002,3018574910973,1,2,4,0,0,0,0,0,1,0,0,0,0,20057933,0.9,2
64,,,2006563600004,3018574913560,0,3,5,0,0,0,0,0,0,0,1,0,0,20065636,0.5,1
65,,,1342700002,13427,1,1,4,1,0,0,0,0,0,0,0,0,1,13427,0.9,0
66,,,20056466,3018574902023,0,5,1,0,0,0,0,0,0,0,1,0,0,20056466,0.1,5
67,,,484500001,3018574904044,0,5,1,0,0,0,0,1,0,0,0,0,0,4845,0.1,6
68,,,2006367100002,3018574913057,1,2,4,0,0,0,0,0,0,0,1,0,0,20063671,0.9,14
69,,,2006882500002,3018574913985,0,5,4,0,0,0,0,0,0,0,1,0,0,20068825,0.4,1
70,,,2005681400002,3018574910465,0,4,1,0,0,0,0,0,0,0,1,0,0,20056814,0.1,4
71,,,2005810100001,2005810100003,1,1,5,1,0,0,0,1,0,0,1,0,1,20058101,1,6
72,,,247079800003,3018574906146,1,2,4,0,0,1,0,0,0,0,0,0,0,2470798,0.9,12
73,,,2003378300001,3018574908863,0,2,3,0,0,0,0,1,0,0,0,0,0,20033783,0.3,6
74,,,2005642200002,3018574910253,0,5,2,0,0,0,0,1,0,0,0,0,0,20056422,0.2,6
75,,,2003492900001,3018574909021,0,5,1,0,0,0,0,0,0,0,1,0,0,20034929,0.1,5
76,,,239818000003,3018574906009,1,1,4,0,0,1,0,0,0,0,0,0,0,2398180,0.9,12
77,,,2005979200002,3018574911858,1,3,4,0,0,0,0,0,0,1,0,0,0,20059792,0.9,6
78,,,287468900004,3018574906221,0,2,2,0,0,0,0,0,0,1,0,0,0,2874689,0.2,6
79,,,2005701500001,3018574910555,0,2,4,0,0,0,0,0,1,0,0,0,0,20057015,0.4,2
80,,,18014700002,3018574904384,0,2,3,0,0,1,0,0,0,0,0,0,0,180147,0.3,8
81,,,3018548000001,3018574915786,0,3,4,0,0,0,0,0,1,0,0,0,0,30185480,0,2
82,,,20064038,3018574903085,0,4,2,0,0,0,0,0,0,0,1,0,0,20064038,0.2,1
83,,,720010600003,3018574907180,0,1,4,0,0,1,0,0,0,0,0,0,0,7200106,0.4,7
84,,,142164600002,3018574905542,1,2,5,0,0,0,0,0,1,0,0,0,0,1421646,1,2
85,,,20061523,3018574902754,1,1,2,0,1,0,0,0,0,0,0,0,0,20061523,0.7,11
86,,,12053700002,3018574904187,0,2,4,0,0,1,0,0,0,0,0,0,0,120537,0,8
87,,,20062087,3018574902779,0,4,1,0,0,0,0,0,0,0,1,0,0,20062087,0.1,4
88,,,2006563600004,3018574913568,0,2,2,0,0,1,0,0,0,0,0,0,0,20065636,0.2,8
